第二次评审标准分极差,复议后极差,专家一标准分,专家二标准分,专家三标准分,二阶段成绩
,,51.58,66.93,58.21,176.72
,,57.42,55.57,51.32,164.31
,,54.42,58.02,42.8,155.24
,,47.61,52.43,51.05,151.09
,,47.86,54.83,58.95,161.64
,,58.63,47.52,54.97,161.12
,,52.7,35.73,32.69,121.12
,,24.96,28.19,48.7,101.85
,,26.81,59.57,58.3,144.68
,,42.23,44.09,43.98,130.3
,,53.4,51.71,43.07,148.18
,,22.57,30.24,18.84,71.65
,,42.53,31.44,40.44,114.41
,,46.83,47.28,37.34,131.45
,,56.03,46.91,45.45,148.39
,,59.99,46.64,49.95,156.58
,,53.66,56.79,47.2,157.65
,,42.06,43.62,37.12,122.8
,,39.02,40.94,35.73,115.69
,,56.11,46.6,47.65,150.36
,,49.9,48.52,51.65,150.07
,,49.76,40.57,64.37,154.7
,,38.27,49.12,45.23,132.62
,,40.44,43.33,35.96,119.73
,,48.18,45.77,56.94,150.89
,,41.14,39.37,48.34,128.85
,,30.97,38.93,39.91,109.81
,,35.96,33.53,43.07,112.56
,,37,66.76,45.81,149.57
,,52.26,51.71,55.47,159.44
,,58.59,51.32,48.72,158.63
,,50.05,44.26,50.12,144.43
,,35.39,29.06,30.24,94.69
,,36.51,43.09,43.26,122.86
,,49.9,45.6,46.39,141.89
,,57.88,56.01,51.72,165.61
,,61.85,48.67,46.91,157.43
,,49.16,47.8,47.71,144.67
,,52.17,45.54,38.6,136.31
,,55.81,48.44,53.72,157.97
,,49.45,55.28,43.7,148.43
,,42.33,41.47,47.74,131.54
,,56.98,55.69,58.43,171.1
,,50.46,49.56,54.81,154.83
,,33.45,27.2,30.37,91.02
,,25.92,49.83,48.33,124.08
,,35.96,28.56,32.69,97.21
,,45.24,48.49,47.48,141.21
,,48.82,37.6,48.49,134.91
,,41.62,45,41.3,127.92
,,30.35,33.75,34.88,98.98
,,36.1,40.24,39.96,116.3
,,43.55,39.07,45.33,127.95
,,31.87,27.76,34.95,94.58
,,40.44,52.62,40.65,133.71
,,51.17,51.11,53.07,155.35
,,42.54,52.86,36.61,132.01
,,49.41,48.18,53.3,150.89
,,54.58,52.31,57.75,164.64
,,45.93,52.05,48.27,146.25
,,67.08,55.02,43.31,165.41
,,52.55,53.07,53.75,159.37
,,54.1,42.15,53.02,149.27
,,24.96,49.06,42.8,116.82
,,35.58,38.91,36.59,111.08
,,48.18,45.77,50.48,144.43
,,55.5,52.46,46.15,154.11
,,47.38,50.46,53.95,151.79
,,44.83,25.14,46.78,116.75
,,51.18,44.04,48.33,143.55
,,57.99,58.31,50.46,166.76
,,39.47,35.38,32.54,107.39
,,50.44,59.08,47.71,157.23
,,44.88,53.3,45.27,143.45
,,57.42,48.16,53.04,158.62
,,54.36,43.74,26.38,124.48
,,37.22,43.81,31.78,112.81
,,53.42,51.49,48.12,153.03
,,49.48,60.01,44.04,153.53
,,49.5,59.16,47.65,156.31
,,33.79,38.69,33.35,105.83
,,52.45,53.68,62.13,168.26
,,43.43,36.51,42.09,122.03
,,49.9,49.14,50.86,149.9
,,28.19,45.25,37.12,110.56
,,47.48,51.69,53.63,152.8
,,57.43,47.44,45.54,150.41
,,43.88,20.43,41.58,105.89
,,30.24,27.38,18.84,76.46
,,54.19,53.48,42.58,150.25
,,60.52,50.22,48.86,159.6
,,44.86,49.16,48.9,142.92
,,25.36,28.11,26.86,80.33
,,54.94,52.46,47.95,155.35
,,42.76,45.37,39.74,127.87
,,40.19,31,38.23,109.42
,,53.73,52.86,58.18,164.77
,,46.75,50.76,51.37,148.88
,,51.62,38.2,45.09,134.91
,,54.77,47.73,52.91,155.41
,,35.96,34.1,29.76,99.82
,,27.91,45.06,40.23,113.2
,,57.89,53.46,52.43,163.78
,,50.62,49.63,47.45,147.7
,,53.82,37.42,43.73,134.97
,,50.97,47.78,50.22,148.97
,,58.75,51.11,54.83,164.69
,,54.77,48,49.25,152.02
,,48.18,52.46,45.33,145.97
,,44.8,48.84,50.79,144.43
,,45.54,44.93,45.33,135.8
,,52.97,51.23,50.37,154.57
,,54.36,46.96,51.52,152.84
,,51.25,46.75,52.84,150.84
,,48.67,48.35,57.63,154.65
,,25.92,32.3,49.83,108.05
,,47.63,50.67,35.78,134.08
,,24.96,44.83,51.05,120.84
,,39.43,46.92,45.42,131.77
,,56.24,48,52.98,157.22
,,48.01,52.19,48.9,149.1
,,40.42,41.11,39.96,121.49
,,48.49,49.15,45.06,142.7
,,46.75,50.93,53.55,151.23
,,54.13,52.46,50.37,156.96
,,38.16,42.63,46.78,127.57
,,54.06,58.18,53.1,165.34
,,51.31,50.87,53.33,155.51
,,48.18,49.12,48.84,146.14
,,47.5,52.7,46.36,146.56
,,46.31,32.69,47.72,126.72
,,47.56,48.84,45.77,142.17
,,64,52.24,55.66,171.9
,,46.24,48.12,48.36,142.72
,,51.35,49.58,47.61,148.54
,,53.42,50.14,55.69,159.25
,,36.51,48.84,51.52,136.87
,,54.35,54.83,53.48,162.66
,,31.38,32.66,37.66,101.7
,,53.58,52.24,65.11,170.93
,,27.2,30.37,26.38,83.95
,,50.54,56.34,53.38,160.26
,,54.18,49.05,48.75,151.98
,,49.07,56.76,46.66,152.49
,,36.41,26.81,29.24,92.46
,,61.55,58.78,62.69,183.02
,,33.93,42.45,52.41,128.79
,,45.61,43.3,48.06,136.97
,,44.74,47.19,46.66,138.59
,,38.68,48.49,43.21,130.38
,,42.32,34.24,36.43,112.99
,,51.65,50.75,48.62,151.02
,,42.29,43.47,31.07,116.83
,,40.99,43.89,44.04,128.92
,,54.72,49.28,47.73,151.73
,,45.41,49.41,46.75,141.57
,,45.61,36.75,42.74,125.1
,,27.77,59.45,43.23,130.45
,,57.63,59.23,48.41,165.27
,,55.34,46.9,63.81,166.05
,,47.8,43.42,52.34,143.56
,,62.76,61.73,39.74,164.23
,,53.92,66.47,51.05,171.44
,,49.5,51.3,51.07,151.87
,,41.84,60.01,44.04,145.89
,,34.95,47.61,47.07,129.63
,,50.93,55.41,54.22,160.56
,,66.78,54.48,49.51,170.77
,,35.56,34.21,41.66,111.43
,,54.18,49.48,63.46,167.12
,,50.46,54.94,51.69,157.09
,,51.42,45.31,51.32,148.05
,,27.2,41.72,39.78,108.7
,,64,55.96,54.03,173.99
,,47.38,52.31,50.76,150.45
,,53.21,47.02,50.45,150.68
,,35.56,30.69,31.64,97.89
,,40.48,39.97,37.55,118
,,49.58,48.44,53.72,151.74
,,39.29,45.25,43.62,128.16
,,42.82,21.69,48.71,113.22
,,45.07,47.02,54.67,146.76
,,24.96,45.31,47.83,118.1
,,54.72,43.74,39.78,138.24
,,35.39,33.7,6.18,75.27
,,52.35,48.35,63.71,164.41
,,50.16,56.65,53.46,160.27
,,52.35,44.74,61.1,158.19
,,27.77,46.36,45.04,119.17
,,45.53,40.64,55.19,141.36
,,39.3,50.8,47.48,137.58
,,45.43,50.38,51.05,146.86
,,57.94,45.73,54.22,157.89
,,56.67,56.01,50.92,163.6
,,50.33,51.62,55.39,157.34
,,48.18,42.42,45.54,136.14
,,52.43,54.35,51.31,158.09
,,39.27,39.97,43.1,122.34
,,54.81,55.96,50.86,161.63
,,33.79,37.66,42.9,114.35
,,44.43,41.51,44.08,130.02
,,49.8,38.29,53.61,141.7
,,52.43,54.04,56.46,162.93
,,45.49,51.69,44.67,141.85
,,48.67,64.03,39.15,151.85
,,54.18,55.53,45.06,154.77
,,52.97,59.69,50.37,163.03
,,50.51,49.79,51.69,151.99
,,49.5,52.46,52.4,154.36
,,38.78,40.77,37.36,116.91
,,50.14,46.08,50.96,147.18
,,56.87,48.49,58.37,163.73
,,65.45,47.5,52.74,165.69
,,39.02,25.14,15.98,80.14
,,36.41,56.58,50.37,143.36
,,59.96,73.28,59.45,192.69
,,36.44,51.35,67.03,154.82
,,47.43,49.06,59.2,155.69
,,51.62,35.03,37.55,124.2
,,67.03,58.18,51.05,176.26
,,34.45,42.06,42.09,118.6
,,36.75,34.1,33.7,104.55
,,45.07,37.6,36.98,119.65
,,48.84,49.12,49.11,147.07
,,39.71,34.24,33.28,107.23
,,66.01,48.18,51.63,165.82
,,44.63,48.56,48.67,141.86
,,50.38,50.28,47.07,147.73
,,49.5,59.16,50.21,158.87
,,45.43,52.7,45.55,143.68
,,47.5,59.79,57.81,165.1
,,24.14,31.77,54.15,110.06
,,35.39,30.33,30.08,95.8
,,65.47,49.6,46.39,161.46
,,49.9,39.7,58.3,147.9
,,42.03,40.77,39.81,122.61
,,31.96,47.56,38.01,117.53
,,41.62,45,46.91,133.53
,,36.25,31.86,34.76,102.87
,,37.44,42.09,49.91,129.44
,,38.26,48.06,44.15,130.47
,,50.54,50.46,49.56,150.56
,,56.18,46.96,54.75,157.89
,,50.62,52.86,52.31,155.79
,,56.57,53.53,47.26,157.36
,,35.96,36.75,34.1,106.81
,,43.35,44.18,43.91,131.44
,,27.91,36.75,34.1,98.76
,,47.52,54.14,45.54,147.2
,,27.77,52.09,44.44,124.3
,,35.96,36.98,30.43,103.37
,,35.56,34.95,31.64,102.15
,,51.11,70.64,46.66,168.41
,,48.29,51.28,46.39,145.96
,,41.02,48.67,57.33,147.02
,,58.78,52.35,43.1,154.23
,,49.16,52.19,46.91,148.26
,,48.84,48.01,52.84,149.69
,,46.2,49.95,44.72,140.87
,,48.93,47.61,50.45,146.99
,,43.97,48.68,59.68,152.33
,,43.46,45.06,62.13,150.65
,,51.11,55.71,49.14,155.96
,,44.21,42.42,46.49,133.12
,,45.1,32.03,23.39,100.52
,,48.63,52.31,51.69,152.63
,,49.58,51.99,43.91,145.48
,,52.31,53.55,57.75,163.61
,,27.2,46.08,54.82,128.1
,,59.8,50.07,57.66,167.53
,,54.36,46.08,43.14,143.58
,,50.51,57.2,45.75,153.46
,,42.22,50.87,42.1,135.19
,,49.27,50.28,51.52,151.07
,,40.23,48.12,46.78,135.13
,,53.7,50.46,53.07,157.23
,,53.73,42.27,49.85,145.85
,,55.34,44.53,61.6,161.47
,,45.41,49.41,54.59,149.41
,,64,52.67,54.34,171.01
,,63.38,60.83,50.55,174.76
,,52,51.49,65.91,169.4
,,60.25,55.1,59.57,174.92
,,63.45,56.71,58.77,178.93
,,53.36,62.69,55.96,172.01
,,53.96,43.94,63.84,161.74
,,50.52,67.73,48.09,166.34
,,40.42,61.67,55.09,157.18
,,66.18,57.21,47.72,171.11
,,54.38,65.09,53.61,173.08
,,52.35,55.96,50.37,158.68
,,53.7,60.05,56.06,169.81
,,54.83,59.68,49.32,163.83
,,67.03,51.71,50.73,169.47
,,62.09,57.88,55.8,175.77
,,57.37,53.46,60.33,171.16
,,51.49,55.3,53.1,159.89
,,51.11,52.19,55.73,159.03
,,57.74,47.56,65.85,171.15
,,59.68,58.21,58.94,176.83
,,59.55,60.94,57.9,178.39
,,50.16,49.12,55.14,154.42
,,50.51,59.07,54.34,163.92
,,55.79,55.42,50.8,162.01
,,60.23,52.53,61.4,174.16
,,67.07,51,61.15,179.22
,,48.84,48.28,66.81,163.93
,,54.72,54.38,54.22,163.32
,,56.46,54.14,55.71,166.31
,,54.38,60.05,58.34,172.77
,,58.71,53.87,57.02,169.6
,,65.84,64.03,50.07,179.94
,,63.91,50.93,61.28,176.12
,,67.03,52.43,55.03,174.49
,,54.92,45.31,66.17,166.4
,,57.42,58.02,61.93,177.37
,,59.41,53.3,58.1,170.81
,,58.44,59.57,57.66,175.67
,,56.95,59.45,59.32,175.72
,,44.63,40.33,44.26,129.22
,,64.5,58.95,60.54,183.99
,,54.96,55.41,57.16,167.53
,,56.92,52.55,50.45,159.92
,,57.59,61.85,49.4,168.84
,,52.04,53.4,54.38,159.82
,,55.02,48.34,55.34,158.7
,,51.5,60.36,45.1,156.96
,,60.5,56.36,47.06,163.92
,,59.91,50.38,56.74,167.03
,,53.06,58.24,58.34,169.64
,,54.36,53.07,64.57,172
,,58.4,50.45,59.48,168.33
,,56.18,51.32,59.05,166.55
,,52.04,54.38,64.57,170.99
,,52.43,57.26,57.75,167.44
,,56.67,56.01,49.32,162
,,49.07,62.84,57.55,169.46
,,53.46,60,62.75,176.21
,,53.73,42.74,64.72,161.19
,,53.21,70.9,58.28,182.39
,,52.67,55.66,59.37,167.7
,,58.44,65.45,49.18,173.07
,,59.08,58.21,58.14,175.43
,,55.45,58.32,63.64,177.41
,,57.37,57.66,52.91,167.94
,,58.3,56.78,67.47,182.55
,,64.26,59.48,53.15,176.89
,,49.43,53.16,64.26,166.85
,,52.43,59.2,60.98,172.61
,,48.06,56.58,52.35,156.99
,,51.11,55.71,54.93,161.75
,,54.72,57.2,55.66,167.58
,,62.04,58.63,55.27,175.94
,,66.46,59.69,59.62,185.77
,,51.99,60.17,47.72,159.88
,,62.49,53.1,64.99,180.58
,,59.08,54.59,58.75,172.42
,,59.55,49.05,58.48,167.08
,,52.97,66.36,46.41,165.74
,,52.92,52.05,60.01,164.98
,,59.41,53.16,66.98,179.55
,,60.5,60.59,48.39,169.48
,,56.33,59.08,50.38,165.79
,,62.91,64.02,57.44,184.37
,,53.65,48.63,56.55,158.83
,,57.99,65.29,48.72,172
,,55.79,64.76,62.89,183.44
,,57.59,51.31,63.4,172.3
,,54.36,53.94,53.19,161.49
,,50.14,64.26,49.58,163.98
,,51.11,68.88,62.95,182.94
,,58.47,55.42,54.25,168.14
,,61.27,52.62,56.57,170.46
,,65.92,45.25,55.03,166.2
,,54.36,53.07,57.66,165.09
,,57.74,58.63,56.65,173.02
,,50.43,53.16,65.29,168.88
,,57.38,58.31,54.14,169.83
,,56.85,53.4,48,158.25
,,57.28,56.01,53.33,166.62
,,49.9,60.47,47.95,158.32
,,55.65,58.34,57.82,171.81
,,56.02,51.29,59.7,167.01
,,55.93,53.87,60.01,169.81
,,63.06,63.46,53,179.52
,,57.2,58.3,58.22,173.72
,,54.72,46.11,53.19,154.02
,,57.82,54.48,53.63,165.93
,,57.38,54.82,57.66,169.86
,,64.65,48.49,55.66,168.8
,,56.42,54.97,56.56,167.95
,,57.38,56.56,50.86,164.8
,,56.87,57.97,55.98,170.82
,,61.91,49.06,58.1,169.07
,,61.49,59.68,50.92,172.09
,,55.42,59.18,56.46,171.06
,,57.89,53.46,52.43,163.78
,,48.67,51.62,51.69,151.98
,,66.32,54.48,58.34,179.14
,,59.68,55.69,58.75,174.12
,,55.5,66.01,64.24,185.75
,,59.44,54.11,59.45,173
,,54.58,63.46,50.93,168.97
,,55.47,61.15,48.51,165.13
,,55.45,56.65,51.57,163.67
,,58.91,56.18,52.2,167.29
,,65.23,49.07,56.32,170.62
,,55.26,61.16,47.06,163.48
,,61.27,49.83,60.07,171.17
,,54.26,53.81,53.33,161.4
,,54.96,54.35,55.41,164.72
,,41.14,46.32,50.85,138.31
,,58.92,52.91,56.47,168.3
,,49.9,49.76,58.78,158.44
,,58.71,55.3,56.46,170.47
,,57.43,57.48,58.43,173.34
,,58.48,50.92,50.91,160.31
,,51.76,52.19,51.61,155.56
,,56.67,58.21,60.54,175.42
,,57.42,64.02,60.93,182.37
,,52.97,47.28,60.94,161.19
,,49.9,55.55,52.41,157.86
,,54.92,47.61,52.05,154.58
,,51,69.86,53.75,174.61
,,53.5,56.74,62.95,173.19
,,51.02,54.02,48.56,153.6
,,54.83,50.87,58.94,164.64
,,49.9,58.63,62.51,171.04
,,53.82,49.41,60.62,163.85
,,59.91,55.38,50.06,165.35
,,54.97,54.03,51.52,160.52
,,60.19,51.31,61.15,172.65
,,66.44,50.07,59.9,176.41
,,59.43,63.41,55.34,178.18
,,62.23,52.03,48.49,162.75
,,61.27,56.94,53.55,171.76
,,58.3,55.86,45.54,159.7
,,51.23,55.02,60.9,167.15
,,60.07,61.17,52.25,173.49
,,46.09,50.93,50.68,147.7
,,69.25,53.28,59.23,181.76
,,57.37,52.09,56.47,165.93
,,67.05,56.27,62.89,186.21
,,52.92,51.49,51.05,155.46
,,57.66,53.83,54.38,165.87
,,61.41,51.32,57.02,169.75
,,59.68,59.68,51.72,171.08
,,57.4,62.31,63.69,183.4
,,50.51,54.15,60.06,164.72
,,54.96,61.27,52.62,168.85
,,54.94,62.75,64,181.69
,,53.11,59.43,46.39,158.93
,,54.38,52.17,65.45,172
,,59.43,49.41,57.94,166.78
,,58.75,56.94,55.41,171.1
,,59.2,52.3,54.49,165.99
,,55.93,73.98,52.05,181.96
,,56.18,57.44,48.49,162.11
,,55.34,57.99,62.92,176.25
,,55.3,53.1,53.4,161.8
,,58.86,44.8,44.94,148.6
,,59.96,59.08,56.18,175.22
,,58.49,48.52,59.62,166.63
,,62.53,54.35,51.69,168.57
,,55.59,56.34,61.41,173.34
,,57.18,50.33,63.13,170.64
,,53.21,56.18,60.08,169.47
,,53.82,57.55,68.33,179.7
,,61.49,50.87,54.13,166.49
,,58.88,48.12,66.53,173.53
,,49.76,66.7,49.84,166.3
,,61.48,61.77,56.46,179.71
,,52.8,62.51,59.53,174.84
,,55.92,48.33,53.94,158.19
,,54.97,52.2,51.52,158.69
,,61.61,56.56,52.63,170.8
,,64.73,48.68,58.94,172.35
,,59.37,53.36,59.67,172.4
,,58.93,59.05,56.31,174.29
,,50.38,56.02,51.52,157.92
,,65.84,51.62,51.69,169.15
,,57.89,57.66,51.27,166.82
,,56.11,62.51,55.69,174.31
,,53.48,58.78,53.68,165.94
,,55.96,59.57,60.94,176.47
,,53.66,61.15,60.54,175.35
,,52.14,54.04,55.8,161.98
,,53.65,49.48,49.64,152.77
,,53.06,49.56,54.72,157.34
,,59.44,49.63,61.89,170.96
,,56.07,55.69,52.84,164.6
,,63.98,58.82,44.5,167.3
,,65.23,53.48,58.78,177.49
,,46.75,52.4,61.5,160.65
,,51.74,66.36,54.15,172.25
,,62.56,56.18,56.47,175.21
,,59.67,59.2,54.22,173.09
,,55.29,51.27,60.68,167.24
,,58.47,54.58,49.64,162.69
,,49.27,59.61,61.79,170.67
,,62.76,54.15,58.39,175.3
,,53.26,49.41,65.02,167.69
,,46.19,43.72,39.96,129.87
,,55.47,55.69,53.81,164.97
,,54.72,51.65,66.6,172.97
,,59.43,49.41,46.15,154.99
,,61.41,52.55,63.55,177.51
,,46.44,48.67,58.94,154.05
,,59.96,53.72,58.28,171.96
,,56.18,50.45,59.57,166.2
,,61.96,59.12,52.45,173.53
,,58.24,56.58,60.3,175.12
,,53.46,60,57.33,170.79
,,54.87,62.82,55.8,173.49
,,51.99,50.45,58.9,161.34
,,55.89,63.41,56.2,175.5
,,59.38,59.54,53.95,172.87
,,49.29,51.23,54.15,154.67
,,53.73,54.82,53.72,162.27
,,53.65,46.31,62.36,162.32
,,54.72,67.68,51.18,173.58
,,49.86,61.9,53.83,165.59
,,57.97,50.93,55.39,164.29
,,57.38,71.41,46.11,174.9
,,53.11,60.36,54.22,167.69
,,57.88,60.08,49.4,167.36
,,57.94,51.28,61.03,170.25
,,57.74,55.86,57.94,171.54
,,59.03,55.86,62.95,177.84
,,57.26,56.2,50.01,163.47
,,44.3,35.72,37.82,117.84
,,50.93,54.18,53.04,158.15
,,63.4,53.47,53.28,170.15
,,61.76,51.28,51.63,164.67
,,62.31,49.24,51.63,163.18
,,56.17,49.51,55.12,160.8
,,55.55,51.02,59.76,166.33
,,55.52,59.84,53.02,168.38
,,54.06,53.38,56.92,164.36
,,68.76,59.7,50.55,179.01
,,53.43,62.01,50.33,165.77
,,62.03,62.57,61.35,185.95
,,54.84,61,50.3,166.14
,,52.99,60.05,55.4,168.44
,,58.65,49.18,48.04,155.87
,,61.21,50.77,51.2,163.18
,,50.95,59.62,63.08,173.65
,,54.39,51,50.38,155.77
,,56.54,59.02,56.37,171.93
,,55.91,58.42,56.37,170.7
,,53.7,51.03,59.38,164.11
,,60.67,58.41,58.6,177.68
,,57.49,52.79,57.88,168.16
,,50.51,59.25,51.17,160.93
,,48.15,49.95,68.65,166.75
,,50.95,69.04,44.26,164.25
,,50.94,70.53,55.49,176.96
,,55.24,59.08,53.18,167.5
,,50.9,60.67,50.28,161.85
,,47.03,58.2,68.85,174.08
,,45.38,61.97,51.63,158.98
,,53.95,49.95,60.19,164.09
,,54.89,57.75,56.34,168.98
,,60.2,54.32,65.79,180.31
,,43.83,61.7,54.86,160.39
,,50.84,54.84,61.21,166.89
,,56.45,56.58,54.92,167.95
,,52.48,57.58,56.26,166.32
,,51.36,50.39,51.16,152.91
,,52,60.4,50.99,163.39
,,40.58,49.89,50.6,141.07
,,52.89,59.39,52.56,164.84
,,51.62,51.03,55.87,158.52
,,49.75,55.24,60.31,165.3
,,55.57,52.57,49.75,157.89
,,64.83,50.62,64.8,180.25
,,51.57,46.47,54.35,152.39
,,50.86,68.05,53.93,172.84
,,62.52,57.49,46.23,166.24
,,51.14,58.74,58.18,168.06
,,56.92,58.71,50.06,165.69
,,50.38,50.99,59.42,160.79
,,57.28,47.2,56.53,161.01
,,55.29,54.11,50.45,159.85
,,55.53,57.75,60.89,174.17
,,49.86,60.17,55.39,165.42
,,56.62,51.69,55.34,163.65
,,56.94,50.44,62.15,169.53
,,55.26,51.28,61.03,167.57
,,48.35,56.76,59.23,164.34
,,55.59,58.89,58.19,172.67
,,64.72,57.62,54.64,176.98
,,43.92,55.2,69.04,168.16
,,64.95,54.75,52.76,172.46
,,54.89,64.48,50.37,169.74
,,53.29,53.47,60.44,167.2
,,50.51,65.98,56.08,172.57
,,58.19,57.75,44.4,160.34
,,57.17,50.5,56.21,163.88
,,55.78,61.28,49.18,166.24
,,58.85,51.02,52.93,162.8
,,50.93,59.95,56.21,167.09
,,59.76,64.12,44.79,168.67
,,65.05,62.88,59.77,187.7
,,55.61,49.79,47.26,152.66
,,53.78,57.86,53.35,164.99
,,59.64,53.64,57.71,170.99
,,57.26,61.7,54.32,173.28
,,56.85,52.65,57.11,166.61
,,56.83,57.39,57.88,172.1
,,56.13,49.95,57.88,163.96
,,65.05,53.79,57.23,176.07
,,54.3,64.95,60.99,180.24
,,60.47,62.01,52.34,174.82
,,55.98,65.62,49.28,170.88
,,65,59.77,52.34,177.11
,,57.23,59.13,55.42,171.78
,,54.06,49.33,60.41,163.8
,,65.58,48.22,50.9,164.7
,,55.98,52.7,53.78,162.46
,,66.21,57.2,56.64,180.05
,,51.96,57.88,52.56,162.4
,,61.32,60.56,58.73,180.61
,,53.31,51.63,58.81,163.75
,,57.58,53.93,64.12,175.63
,,56.45,68.05,52.56,177.06
,,52.14,57.2,50.55,159.89
,,58.54,58.2,48.94,165.68
,,56.21,61.11,57.2,174.52
,,51.77,57.34,53.77,162.88
,,56.64,54.43,56.38,167.45
,,60.89,55.95,65.13,181.97
,,53.95,49.95,57.11,161.01
,,53.58,51.02,58.05,162.65
,,50.26,62.52,54.19,166.97
,,51.77,51.74,51.77,155.28
,,58.54,51.09,68.05,177.68
,,56.22,62.61,53.68,172.51
,,57.49,56.07,50.97,164.53
,,51.98,62.37,52.28,166.63
,,48.62,61.11,52.93,162.66
,,53.78,49.58,58.06,161.42
,,68.13,55.7,51.63,175.46
,,54.2,53.96,54.13,162.29
,,54.68,53.71,58.33,166.72
,,56.22,60.13,57.39,173.74
,,53.95,64.12,47.1,165.17
,,57.49,60.67,55.12,173.28
,,57.26,59.7,55.93,172.89
,,50.94,65.15,52.08,168.17
,,58.04,61.96,62.84,182.84
,,52.41,47.87,61.23,161.51
,,56.87,49.68,58.05,164.6
,,55.78,63.62,57.09,176.49
,,53.79,52.83,48.82,155.44
,,69.4,57.7,55.39,182.49
,,66.32,55.2,54.64,176.16
,,57.17,51.55,53.04,161.76
,,56.45,52.12,63.56,172.13
,,49.79,50.95,69.04,169.78
,,55.12,51.55,55.4,162.07
,,51.62,60.14,59.85,171.61
,,64.19,61.26,55.4,180.85
,,57.78,64.4,52.34,174.52
,,55.78,53.13,59.38,168.29
,,53.79,59.62,56.37,169.78
,,58.85,48.33,57.2,164.38
,,59.58,53.29,58.26,171.13
,,59.25,47.06,53.68,159.99
,,52.45,60.14,51.56,164.15
,,56.17,51.48,57.88,165.53
,,58.3,58.19,55.63,172.12
,,58.19,49,58.05,165.24
,,53.23,64.12,62.5,179.85
,,51.78,65.08,64.12,180.98
,,53.57,60.31,49.11,162.99
,,58.04,59.02,65.61,182.67
,,58.56,59.42,59.38,177.36
,,52.5,55.35,47.87,155.72
,,51.2,51.61,53.54,156.35
,,51.14,59.25,55.37,165.76
,,59.81,51.09,53.93,164.83
,,51.5,59.2,55.39,166.09
,,49.88,67.53,56.78,174.19
,,50.33,58.65,61.41,170.39
,,58.2,48.94,60.71,167.85
,,51.6,51.02,66.58,169.2
,,56.22,56.03,55.02,167.27
,,58.19,49,55.49,162.68
,,52.63,54.16,51.65,158.44
,,53.18,53.44,54.27,160.89
,,49.98,56.21,54.52,160.71
,,56.45,66.32,51.78,174.55
,,59.02,53.04,56.37,168.43
,,70.74,48.38,55.37,174.49
,,59.86,48.57,51.93,160.36
,,48.62,56.15,58.18,162.95
,,54.06,60.7,57.01,171.77
,,51.78,65.46,58.88,176.12
,,52.5,53.58,54,160.08
,,58.81,52.13,52.35,163.29
,,54.06,57.2,66.69,177.95
,,52.63,54.16,54.16,160.95
,,56.13,51.3,53.26,160.69
,,46.78,56.21,59.81,162.8
,,59.58,52.29,57.73,169.6
,,65.36,49.12,55.78,170.26
,,55.42,50.45,67.39,173.26
,,56.03,48.35,56.76,161.14
,,54.02,64.7,49.12,167.84
,,54.67,63.8,57.04,175.51
,,60.64,57.85,59.38,177.87
,,67.58,59.77,53.27,180.62
,,51.33,54.84,55.42,161.59
,,62.11,46.23,64.11,172.45
,,48.93,52.44,46.74,148.11
,,69.76,54.64,49.51,173.91
,,53.54,56.07,60.65,170.26
,,49.58,55.2,53.78,158.56
,,47.56,65.03,61.64,174.23
,,61.5,52.63,60.44,174.57
,,50.86,58.7,68.85,178.41
,,65.68,48.9,51.17,165.75
,,61.76,61.97,59.03,182.76
,,57,54.09,57.2,168.29
,,54.96,61.39,59.25,175.6
,,59.38,60.08,56.82,176.28
,,55.72,57.13,54.24,167.09
,,51.06,59.92,60.35,171.33
,,57.78,54.24,68.44,180.46
,,49.24,51.2,53.88,154.32
,,57.26,54.2,68.31,179.77
,,54.67,62.61,54.35,171.63
,,59.03,48.22,59.47,166.72
,,48.95,58.7,66.69,174.34
,,49.75,54.33,57.73,161.81
,,49.54,50.39,57.39,157.32
,,50.22,47.03,51.78,149.03
,,64.11,51.3,56.34,171.75
,,59.25,48.24,57.48,164.97
,,57.53,47.66,52.93,158.12
,,57.85,50.3,60.23,168.38
,,67.44,53.92,49.64,171
,,50.22,56.2,53.78,160.2
,,56.82,60.74,51.39,168.95
,,54.29,51.66,67.87,173.82
,,58.4,48.26,56.37,163.03
,,55.4,59.4,51.72,166.52
,,55.09,50.5,62.55,168.14
,,45.97,47.24,38.64,131.85
,,56.17,51.48,59.27,166.92
,,59.94,56.86,54.85,171.65
,,50.42,59.44,57.09,166.95
,,51.79,65.42,58.69,175.9
,,57.54,54.09,61.69,173.32
,,53.42,50.5,51.62,155.54
,,44.79,53.76,55.27,153.82
,,54.62,62.51,55.41,172.54
,,64.36,47.61,49,160.97
,,58.85,46.99,59.76,165.6
,,48.62,47.35,54.67,150.64
,,51.33,56.21,58.56,166.1
,,50.93,64.15,59.38,174.46
,,56.2,56.67,54.67,167.54
,,50.22,61.7,55.93,167.85
,,61.26,49.42,52.57,163.25
,,64.69,58.81,44.26,167.76
,,64.83,59.4,50.95,175.18
,,56.83,48.2,56.5,161.53
,,54.94,48.38,60.99,164.31
,,68.46,49.13,54.64,172.23
,,54.89,53.71,56.34,164.94
,,61.41,58.86,55.8,176.07
,,51.78,64.12,57.11,173.01
,,60.48,57.37,48.64,166.49
,,54.67,59.02,52.34,166.03
,,52.19,51.97,61.41,165.57
,,52.37,58.05,56.24,166.66
