最终成绩,第二次评审标准分极差,一阶段极差,专家一标准分,专家二标准分,专家三标准分,专家四标准分,专家五标准分,一阶段成绩
,,18.03,,,,,,
,,16.47,,,,,,
,,10.93,,,,,,
,,24.26,,,,,,
,,16.10,,,,,,
,,6.44,,,,,,
,,3.85,,,,,,
,,9.53,,,,,,
,,9.89,,,,,,
,,5.44,,,,,,
,,7.41,,,,,,
,,16.00,,,,,,
,,7.03,,,,,,
,,6.24,,,,,,
,,12.52,,,,,,
,,16.78,,,,,,
,,6.39,,,,,,
,,12.13,,,,,,
,,9.11,,,,,,
,,13.74,,,,,,
,,7.36,,,,,,
,,12.48,,,,,,
,,12.18,,,,,,
,,7.22,,,,,,
,,9.27,,,,,,
,,22.14,,,,,,
,,5.48,,,,,,
,,8.59,,,,,,
,,9.67,,,,,,
,,8.69,,,,,,
,,14.02,,,,,,
,,11.87,,,,,,
,,12.44,,,,,,
,,7.06,,,,,,
,,6.28,,,,,,
,,6.73,,,,,,
,,17.66,,,,,,
,,11.63,,,,,,
,,7.37,,,,,,
,,9.89,,,,,,
,,11.33,,,,,,
,,4.18,,,,,,
,,8.90,,,,,,
,,13.03,,,,,,
,,19.32,,,,,,
,,8.60,,,,,,
,,5.35,,,,,,
,,12.84,,,,,,
,,6.83,,,,,,
,,21.58,,,,,,
,,10.35,,,,,,
,,6.88,,,,,,
,,9.75,,,,,,
,,17.74,,,,,,
,,4.64,,,,,,
,,12.61,,,,,,
,,8.26,,,,,,
,,5.73,,,,,,
,,8.15,,,,,,
,,10.88,,,,,,
,,10.03,,,,,,
,,5.66,,,,,,
,,6.88,,,,,,
,,11.30,,,,,,
,,18.76,,,,,,
,,24.38,,,,,,
,,18.82,,,,,,
,,4.34,,,,,,
,,6.29,,,,,,
,,11.42,,,,,,
,,15.25,,,,,,
,,11.18,,,,,,
,,10.82,,,,,,
,,9.08,,,,,,
,,14.57,,,,,,
,,12.77,,,,,,
,,21.55,,,,,,
,,9.13,,,,,,
,,26.24,,,,,,
,,5.58,,,,,,
,,6.30,,,,,,
,,10.97,,,,,,
,,12.65,,,,,,
,,5.15,,,,,,
,,11.50,,,,,,
,,9.48,,,,,,
,,20.81,,,,,,
,,19.33,,,,,,
,,11.23,,,,,,
,,16.80,,,,,,
,,6.95,,,,,,
,,11.13,,,,,,
,,3.86,,,,,,
,,7.81,,,,,,
,,11.76,,,,,,
,,15.02,,,,,,
,,8.76,,,,,,
,,3.29,,,,,,
,,17.03,,,,,,
,,19.43,,,,,,
,,8.12,,,,,,
,,6.12,,,,,,
,,6.42,,,,,,
,,9.14,,,,,,
,,9.44,,,,,,
,,22.19,,,,,,
,,13.36,,,,,,
,,11.81,,,,,,
,,2.86,,,,,,
,,13.11,,,,,,
,,12.25,,,,,,
,,4.06,,,,,,
,,7.08,,,,,,
,,40.77,,,,,,
,,6.25,,,,,,
,,5.92,,,,,,
,,4.31,,,,,,
,,6.73,,,,,,
,,5.80,,,,,,
,,7.28,,,,,,
,,15.91,,,,,,
,,7.59,,,,,,
,,10.68,,,,,,
,,7.88,,,,,,
,,35.48,,,,,,
,,8.82,,,,,,
,,10.80,,,,,,
,,7.18,,,,,,
,,8.80,,,,,,
,,7.97,,,,,,
,,9.19,,,,,,
,,8.87,,,,,,
,,7.34,,,,,,
,,5.00,,,,,,
,,9.06,,,,,,
,,24.99,,,,,,
,,5.65,,,,,,
,,5.70,,,,,,
,,9.03,,,,,,
,,7.85,,,,,,
,,10.29,,,,,,
,,14.43,,,,,,
,,4.97,,,,,,
,,11.57,,,,,,
,,6.69,,,,,,
,,2.80,,,,,,
,,8.95,,,,,,
,,5.78,,,,,,
,,22.08,,,,,,
,,11.16,,,,,,
,,9.54,,,,,,
,,30.47,,,,,,
,,19.31,,,,,,
,,10.74,,,,,,
,,27.10,,,,,,
,,8.51,,,,,,
,,6.66,,,,,,
,,13.51,,,,,,
,,38.68,,,,,,
,,31.39,,,,,,
,,10.73,,,,,,
,,1.51,,,,,,
,,5.61,,,,,,
,,4.48,,,,,,
,,15.24,,,,,,
,,5.34,,,,,,
,,21.84,,,,,,
,,6.77,,,,,,
,,9.00,,,,,,
,,36.19,,,,,,
,,11.21,,,,,,
,,4.23,,,,,,
,,13.22,,,,,,
,,3.11,,,,,,
,,7.29,,,,,,
,,13.67,,,,,,
,,14.79,,,,,,
,,2.46,,,,,,
,,15.06,,,,,,
,,14.30,,,,,,
,,9.78,,,,,,
,,20.84,,,,,,
,,6.15,,,,,,
,,2.82,,,,,,
,,9.91,,,,,,
,,6.80,,,,,,
,,10.12,,,,,,
,,8.60,,,,,,
,,5.05,,,,,,
,,10.52,,,,,,
,,10.00,,,,,,
,,11.91,,,,,,
,,10.26,,,,,,
,,11.04,,,,,,
,,20.88,,,,,,
,,6.74,,,,,,
,,27.51,,,,,,
,,20.34,,,,,,
,,8.21,,,,,,
,,28.27,,,,,,
,,7.97,,,,,,
,,11.41,,,,,,
,,13.01,,,,,,
,,10.85,,,,,,
,,12.67,,,,,,
,,9.98,,,,,,
,,10.41,,,,,,
,,7.01,,,,,,
,,6.57,,,,,,
,,8.25,,,,,,
,,7.06,,,,,,
,,4.02,,,,,,
,,4.75,,,,,,
,,11.80,,,,,,
,,14.97,,,,,,
,,21.51,,,,,,
,,14.35,,,,,,
,,5.65,,,,,,
,,8.44,,,,,,
,,10.77,,,,,,
,,9.93,,,,,,
,,6.49,,,,,,
,,7.73,,,,,,
,,13.45,,,,,,
,,15.72,,,,,,
,,3.38,,,,,,
,,8.05,,,,,,
,,7.85,,,,,,
,,7.67,,,,,,
,,26.86,,,,,,
,,8.72,,,,,,
,,12.41,,,,,,
,,10.41,,,,,,
,,5.70,,,,,,
,,10.05,,,,,,
,,6.28,,,,,,
,,27.23,,,,,,
,,12.64,,,,,,
,,7.67,,,,,,
,,7.05,,,,,,
,,7.03,,,,,,
,,7.45,,,,,,
,,4.34,,,,,,
,,8.81,,,,,,
,,12.35,,,,,,
,,9.76,,,,,,
,,14.50,,,,,,
,,15.56,,,,,,
,,16.02,,,,,,
,,11.03,,,,,,
,,26.72,,,,,,
,,9.17,,,,,,
,,8.10,,,,,,
,,10.95,,,,,,
,,9.18,,,,,,
,,8.53,,,,,,
,,20.96,,,,,,
,,20.47,,,,,,
,,14.82,,,,,,
,,17.06,,,,,,
,,19.52,,,,,,
,,16.37,,,,,,
,,9.18,,,,,,
,,22.26,,,,,,
,,7.06,,,,,,
,,7.20,,,,,,
,,13.15,,,,,,
,,6.60,,,,,,
,,8.33,,,,,,
,,14.59,,,,,,
,,11.54,,,,,,
,,5.94,,,,,,
,,10.86,,,,,,
,,11.01,,,,,,
,,10.49,,,,,,
,,15.84,,,,,,
,,7.98,,,,,,
,,8.51,,,,,,
,,8.56,,,,,,
,,34.21,,,,,,
,,27.31,,,,,,
,,11.52,,,,,,
,,5.84,,,,,,
,,8.23,,,,,,
,,9.07,,,,,,
,,14.12,,,,,,
,,9.54,,,,,,
,,14.31,,,,,,
,,6.25,,,,,,
,,7.17,,,,,,
,,13.21,,,,,,
,,8.55,,,,,,
,,8.96,,,,,,
,,14.61,,,,,,
,,14.42,,,,,,
,,10.69,,,,,,
,,4.55,,,,,,
,,5.54,,,,,,
,,8.18,,,,,,
,,4.74,,,,,,
,,15.27,,,,,,
,,9.81,,,,,,
,,4.91,,,,,,
,,13.85,,,,,,
,,2.62,,,,,,
,,18.26,,,,,,
,,8.63,,,,,,
,,19.29,,,,,,
,,8.89,,,,,,
,,10.12,,,,,,
,,9.49,,,,,,
,,2.89,,,,,,
,,6.90,,,,,,
,,12.11,,,,,,
,,10.68,,,,,,
,,12.08,,,,,,
,,2.74,,,,,,
,,6.39,,,,,,
,,5.95,,,,,,
,,9.94,,,,,,
,,9.87,,,,,,
,,4.85,,,,,,
,,9.07,,,,,,
,,18.93,,,,,,
,,17.27,,,,,,
,,8.63,,,,,,
,,7.16,,,,,,
,,7.98,,,,,,
,,6.99,,,,,,
,,9.04,,,,,,
,,9.65,,,,,,
,,12.46,,,,,,
,,9.00,,,,,,
,,14.88,,,,,,
,,24.61,,,,,,
,,4.61,,,,,,
,,18.60,,,,,,
,,10.38,,,,,,
,,7.15,,,,,,
,,2.38,,,,,,
,,3.20,,,,,,
,,10.37,,,,,,
,,12.59,,,,,,
,,8.12,,,,,,
,,9.92,,,,,,
,,3.26,,,,,,
,,36.66,,,,,,
,,7.67,,,,,,
,,10.24,,,,,,
,,21.22,,,,,,
,,8.54,,,,,,
,,8.77,,,,,,
,,11.08,,,,,,
,,7.08,,,,,,
,,7.48,,,,,,
,,14.32,,,,,,
,,4.85,,,,,,
,,3.98,,,,,,
,,21.76,,,,,,
,,11.52,,,,,,
,,7.96,,,,,,
,,19.27,,,,,,
,,27.51,,,,,,
,,7.60,,,,,,
,,7.90,,,,,,
,,15.24,,,,,,
,,8.73,,,,,,
,,5.39,,,,,,
,,20.35,,,,,,
,,19.24,,,,,,
,,8.32,,,,,,
,,8.73,,,,,,
,,43.58,,,,,,
,,4.63,,,,,,
,,17.82,,,,,,
,,10.69,,,,,,
,,12.62,,,,,,
,,8.03,,,,,,
,,8.88,,,,,,
,,4.37,,,,,,
,,11.36,,,,,,
,,5.82,,,,,,
,,5.22,,,,,,
,,8.44,,,,,,
,,9.84,,,,,,
,,8.08,,,,,,
,,14.52,,,,,,
,,8.53,,,,,,
,,6.39,,,,,,
,,9.83,,,,,,
,,9.57,,,,,,
,,10.49,,,,,,
,,10.58,,,,,,
,,18.11,,,,,,
,,4.94,,,,,,
,,7.65,,,,,,
,,9.18,,,,,,
,,7.51,,,,,,
,,9.04,,,,,,
,,21.67,,,,,,
,,10.45,,,,,,
,,7.66,,,,,,
,,6.05,,,,,,
,,15.17,,,,,,
,,18.33,,,,,,
,,7.97,,,,,,
,,8.13,,,,,,
,,13.18,,,,,,
,,25.46,,,,,,
,,9.29,,,,,,
,,13.19,,,,,,
,,18.40,,,,,,
,,25.65,,,,,,
,,16.87,,,,,,
,,9.26,,,,,,
,,6.49,,,,,,
,,7.01,,,,,,
,,4.00,,,,,,
,,8.67,,,,,,
,,9.81,,,,,,
,,6.04,,,,,,
,,3.55,,,,,,
,,19.62,,,,,,
,,5.38,,,,,,
,,4.30,,,,,,
,,7.19,,,,,,
,,7.75,,,,,,
,,14.63,,,,,,
,,7.92,,,,,,
,,14.76,,,,,,
,,5.08,,,,,,
,,11.19,,,,,,
,,6.44,,,,,,
,,9.22,,,,,,
,,5.16,,,,,,
,,12.03,,,,,,
,,7.41,,,,,,
,,5.92,,,,,,
,,6.05,,,,,,
,,12.13,,,,,,
,,10.48,,,,,,
,,12.26,,,,,,
,,12.08,,,,,,
,,12.09,,,,,,
,,9.24,,,,,,
,,10.93,,,,,,
,,9.05,,,,,,
,,2.51,,,,,,
,,19.83,,,,,,
,,11.79,,,,,,
,,8.96,,,,,,
,,6.19,,,,,,
,,4.25,,,,,,
,,19.06,,,,,,
,,13.58,,,,,,
,,9.75,,,,,,
,,14.52,,,,,,
,,12.81,,,,,,
,,15.84,,,,,,
,,12.11,,,,,,
,,6.09,,,,,,
,,13.51,,,,,,
,,7.54,,,,,,
,,13.67,,,,,,
,,2.94,,,,,,
,,10.39,,,,,,
,,14.33,,,,,,
,,18.64,,,,,,
,,28.22,,,,,,
,,5.09,,,,,,
,,11.23,,,,,,
,,9.81,,,,,,
,,5.29,,,,,,
,,12.69,,,,,,
,,12.86,,,,,,
,,13.53,,,,,,
,,6.59,,,,,,
,,2.53,,,,,,
,,5.41,,,,,,
,,9.62,,,,,,
,,12.83,,,,,,
,,5.77,,,,,,
,,3.61,,,,,,
,,9.83,,,,,,
,,18.98,,,,,,
,,18.96,,,,,,
,,16.78,,,,,,
,,16.98,,,,,,
,,8.73,,,,,,
,,21.80,,,,,,
,,18.23,,,,,,
,,5.30,,,,,,
,,47.31,,,,,,
,,10.84,,,,,,
,,16.46,,,,,,
,,13.24,,,,,,
,,12.02,,,,,,
,,25.55,,,,,,
,,16.45,,,,,,
,,7.92,,,,,,
,,8.85,,,,,,
,,4.45,,,,,,
,,3.48,,,,,,
,,14.28,,,,,,
,,16.17,,,,,,
,,4.10,,,,,,
,,10.49,,,,,,
,,7.46,,,,,,
,,19.26,,,,,,
,,10.77,,,,,,
,,6.59,,,,,,
,,15.71,,,,,,
,,26.69,,,,,,
,,6.92,,,,,,
,,6.81,,,,,,
,,10.59,,,,,,
,,30.73,,,,,,
,,7.48,,,,,,
,,8.56,,,,,,
,,11.75,,,,,,
,,14.50,,,,,,
,,12.01,,,,,,
,,9.82,,,,,,
,,7.33,,,,,,
,,7.14,,,,,,
,,10.23,,,,,,
,,14.61,,,,,,
,,6.93,,,,,,
,,6.32,,,,,,
,,12.72,,,,,,
,,8.53,,,,,,
,,10.67,,,,,,
,,6.94,,,,,,
,,10.39,,,,,,
,,14.92,,,,,,
,,6.57,,,,,,
,,9.22,,,,,,
,,7.32,,,,,,
,,8.54,,,,,,
,,6.03,,,,,,
,,8.73,,,,,,
,,7.65,,,,,,
,,17.44,,,,,,
,,9.54,,,,,,
,,5.54,,,,,,
,,6.72,,,,,,
,,9.82,,,,,,
,,19.38,,,,,,
,,12.00,,,,,,
,,4.51,,,,,,
,,10.43,,,,,,
,,9.94,,,,,,
,,7.85,,,,,,
,,6.34,,,,,,
,,8.88,,,,,,
,,10.72,,,,,,
,,17.52,,,,,,
,,16.01,,,,,,
,,8.28,,,,,,
,,15.91,,,,,,
,,13.50,,,,,,
,,10.29,,,,,,
,,14.71,,,,,,
,,7.82,,,,,,
,,13.78,,,,,,
,,15.04,,,,,,
,,10.58,,,,,,
,,17.18,,,,,,
,,10.94,,,,,,
,,23.59,,,,,,
,,10.13,,,,,,
,,7.66,,,,,,
,,6.54,,,,,,
,,14.00,,,,,,
,,1.48,,,,,,
,,21.02,,,,,,
,,5.98,,,,,,
,,9.97,,,,,,
,,10.08,,,,,,
,,7.37,,,,,,
,,13.57,,,,,,
,,11.15,,,,,,
,,14.58,,,,,,
,,6.14,,,,,,
,,10.63,,,,,,
,,9.75,,,,,,
,,11.45,,,,,,
,,8.60,,,,,,
,,19.17,,,,,,
,,8.21,,,,,,
,,4.46,,,,,,
,,4.89,,,,,,
,,12.58,,,,,,
,,7.76,,,,,,
,,7.96,,,,,,
,,7.28,,,,,,
,,9.44,,,,,,
,,34.21,,,,,,
,,7.55,,,,,,
,,15.85,,,,,,
,,28.96,,,,,,
,,11.02,,,,,,
,,13.32,,,,,,
,,6.84,,,,,,
,,10.06,,,,,,
,,18.33,,,,,,
,,10.27,,,,,,
,,5.46,,,,,,
,,11.25,,,,,,
,,9.03,,,,,,
,,19.76,,,,,,
,,11.01,,,,,,
,,10.78,,,,,,
,,7.90,,,,,,
,,4.15,,,,,,
,,11.35,,,,,,
,,11.17,,,,,,
,,7.06,,,,,,
,,6.54,,,,,,
,,7.05,,,,,,
,,11.26,,,,,,
,,5.11,,,,,,
,,6.77,,,,,,
,,4.12,,,,,,
,,8.90,,,,,,
,,7.84,,,,,,
,,6.19,,,,,,
,,7.67,,,,,,
,,6.48,,,,,,
,,9.30,,,,,,
,,20.02,,,,,,
,,11.25,,,,,,
,,18.59,,,,,,
,,22.22,,,,,,
,,17.75,,,,,,
,,4.98,,,,,,
,,19.23,,,,,,
,,20.52,,,,,,
,,5.02,,,,,,
,,36.26,,,,,,
,,10.58,,,,,,
,,13.66,,,,,,
,,7.05,,,,,,
,,24.89,,,,,,
,,3.31,,,,,,
,,15.17,,,,,,
,,6.81,,,,,,
,,16.28,,,,,,
,,6.58,,,,,,
,,11.13,,,,,,
,,7.80,,,,,,
,,4.37,,,,,,
,,17.66,,,,,,
,,19.61,,,,,,
,,6.45,,,,,,
,,9.03,,,,,,
,,14.97,,,,,,
,,7.90,,,,,,
,,10.09,,,,,,
,,14.90,,,,,,
,,15.81,,,,,,
,,13.76,,,,,,
,,11.21,,,,,,
,,9.06,,,,,,
,,18.52,,,,,,
,,12.25,,,,,,
,,8.39,,,,,,
,,7.83,,,,,,
,,7.96,,,,,,
,,16.11,,,,,,
,,23.88,,,,,,
,,8.66,,,,,,
,,6.52,,,,,,
,,34.14,,,,,,
,,6.13,,,,,,
,,9.39,,,,,,
,,7.42,,,,,,
,,10.14,,,,,,
,,6.33,,,,,,
,,8.60,,,,,,
,,10.98,,,,,,
,,43.13,,,,,,
,,2.93,,,,,,
,,12.63,,,,,,
,,4.89,,,,,,
,,13.42,,,,,,
,,6.53,,,,,,
,,15.96,,,,,,
,,15.63,,,,,,
,,12.34,,,,,,
,,14.55,,,,,,
,,11.14,,,,,,
,,6.06,,,,,,
,,9.68,,,,,,
,,11.28,,,,,,
,,14.79,,,,,,
,,15.51,,,,,,
,,44.12,,,,,,
,,7.60,,,,,,
,,7.17,,,,,,
,,10.06,,,,,,
,,14.03,,,,,,
,,16.41,,,,,,
,,9.20,,,,,,
,,9.82,,,,,,
,,9.09,,,,,,
,,7.16,,,,,,
,,9.55,,,,,,
,,7.44,,,,,,
,,7.08,,,,,,
,,5.96,,,,,,
,,7.97,,,,,,
,,11.52,,,,,,
,,5.89,,,,,,
,,5.02,,,,,,
,,6.28,,,,,,
,,23.01,,,,,,
,,14.12,,,,,,
,,15.77,,,,,,
,,10.53,,,,,,
,,8.67,,,,,,
,,19.68,,,,,,
,,11.13,,,,,,
,,17.19,,,,,,
,,10.78,,,,,,
,,14.05,,,,,,
,,8.01,,,,,,
,,17.66,,,,,,
,,10.16,,,,,,
,,11.23,,,,,,
,,11.40,,,,,,
,,9.82,,,,,,
,,5.50,,,,,,
,,7.73,,,,,,
,,32.77,,,,,,
,,8.19,,,,,,
,,8.31,,,,,,
,,13.36,,,,,,
,,6.13,,,,,,
,,7.63,,,,,,
,,8.59,,,,,,
,,6.89,,,,,,
,,9.67,,,,,,
,,8.37,,,,,,
,,5.10,,,,,,
,,25.04,,,,,,
,,13.32,,,,,,
,,0.94,,,,,,
,,8.25,,,,,,
,,11.29,,,,,,
,,6.78,,,,,,
,,16.61,,,,,,
,,7.61,,,,,,
,,4.87,,,,,,
,,9.00,,,,,,
,,7.02,,,,,,
,,12.01,,,,,,
,,16.18,,,,,,
,,10.43,,,,,,
,,11.49,,,,,,
,,18.56,,,,,,
,,6.47,,,,,,
,,19.71,,,,,,
,,6.49,,,,,,
,,6.57,,,,,,
,,6.40,,,,,,
,,12.43,,,,,,
,,14.87,,,,,,
,,11.76,,,,,,
,,32.26,,,,,,
,,8.54,,,,,,
,,5.57,,,,,,
,,24.10,,,,,,
,,4.08,,,,,,
,,10.02,,,,,,
,,4.65,,,,,,
,,16.27,,,,,,
,,10.75,,,,,,
,,8.12,,,,,,
,,6.50,,,,,,
,,8.69,,,,,,
,,6.22,,,,,,
,,10.77,,,,,,
,,22.96,,,,,,
,,8.64,,,,,,
,,20.60,,,,,,
,,5.01,,,,,,
,,11.52,,,,,,
,,12.42,,,,,,
,,7.67,,,,,,
,,16.99,,,,,,
,,6.49,,,,,,
,,6.98,,,,,,
,,15.07,,,,,,
,,10.50,,,,,,
,,8.93,,,,,,
,,8.56,,,,,,
,,9.91,,,,,,
,,13.42,,,,,,
,,14.96,,,,,,
,,5.31,,,,,,
,,6.45,,,,,,
,,7.08,,,,,,
,,5.52,,,,,,
,,13.23,,,,,,
,,11.80,,,,,,
,,8.63,,,,,,
,,7.15,,,,,,
,,17.09,,,,,,
,,7.43,,,,,,
,,37.88,,,,,,
,,7.03,,,,,,
,,12.93,,,,,,
,,12.98,,,,,,
,,3.41,,,,,,
,,8.69,,,,,,
,,4.94,,,,,,
,,9.33,,,,,,
,,2.18,,,,,,
,,9.83,,,,,,
,,8.51,,,,,,
,,10.03,,,,,,
,,5.03,,,,,,
,,11.26,,,,,,
,,17.38,,,,,,
,,14.94,,,,,,
,,8.09,,,,,,
,,6.72,,,,,,
,,24.82,,,,,,
,,5.39,,,,,,
,,7.28,,,,,,
,,2.98,,,,,,
,,24.51,,,,,,
,,6.51,,,,,,
,,7.11,,,,,,
,,13.50,,,,,,
,,8.11,,,,,,
,,6.47,,,,,,
,,3.89,,,,,,
,,20.53,,,,,,
,,13.92,,,,,,
,,11.52,,,,,,
,,4.28,,,,,,
,,7.40,,,,,,
,,11.01,,,,,,
,,9.69,,,,,,
,,6.17,,,,,,
,,7.82,,,,,,
,,8.55,,,,,,
,,11.12,,,,,,
,,2.50,,,,,,
,,31.99,,,,,,
,,30.17,,,,,,
,,13.54,,,,,,
,,10.28,,,,,,
,,5.48,,,,,,
,,5.74,,,,,,
,,19.38,,,,,,
,,9.33,,,,,,
,,46.39,,,,,,
,,12.71,,,,,,
,,12.63,,,,,,
,,13.48,,,,,,
,,9.31,,,,,,
,,18.62,,,,,,
,,6.92,,,,,,
,,13.97,,,,,,
,,13.48,,,,,,
,,10.87,,,,,,
,,27.04,,,,,,
,,1.83,,,,,,
,,9.88,,,,,,
,,6.82,,,,,,
,,8.48,,,,,,
,,18.34,,,,,,
,,10.39,,,,,,
,,4.82,,,,,,
,,7.44,,,,,,
,,15.27,,,,,,
,,17.25,,,,,,
,,9.47,,,,,,
,,8.37,,,,,,
,,9.90,,,,,,
,,14.07,,,,,,
,,22.27,,,,,,
,,9.89,,,,,,
,,9.86,,,,,,
,,3.04,,,,,,
,,24.48,,,,,,
,,8.58,,,,,,
,,7.94,,,,,,
,,37.25,,,,,,
,,16.41,,,,,,
,,6.10,,,,,,
,,12.15,,,,,,
,,6.71,,,,,,
,,15.95,,,,,,
,,14.28,,,,,,
,,10.65,,,,,,
,,13.87,,,,,,
,,5.10,,,,,,
,,26.17,,,,,,
,,2.86,,,,,,
,,13.48,,,,,,
,,8.64,,,,,,
,,3.20,,,,,,
,,6.61,,,,,,
,,11.77,,,,,,
,,5.09,,,,,,
,,8.14,,,,,,
,,8.87,,,,,,
,,8.90,,,,,,
,,12.50,,,,,,
,,15.05,,,,,,
,,3.65,,,,,,
,,13.58,,,,,,
,,12.42,,,,,,
,,2.96,,,,,,
,,11.92,,,,,,
,,12.95,,,,,,
,,6.65,,,,,,
,,5.59,,,,,,
,,19.85,,,,,,
,,9.96,,,,,,
,,7.85,,,,,,
,,5.84,,,,,,
,,8.12,,,,,,
,,8.57,,,,,,
,,10.50,,,,,,
,,5.52,,,,,,
,,14.57,,,,,,
,,7.16,,,,,,
,,19.48,,,,,,
,,12.33,,,,,,
,,4.05,,,,,,
,,10.33,,,,,,
,,12.36,,,,,,
,,14.98,,,,,,
,,13.46,,,,,,
,,11.59,,,,,,
,,5.36,,,,,,
,,8.30,,,,,,
,,13.72,,,,,,
,,8.67,,,,,,
,,4.04,,,,,,
,,7.57,,,,,,
,,15.29,,,,,,
,,11.97,,,,,,
,,10.51,,,,,,
,,22.46,,,,,,
,,15.40,,,,,,
,,21.90,,,,,,
,,12.49,,,,,,
,,11.95,,,,,,
,,11.21,,,,,,
,,7.40,,,,,,
,,13.27,,,,,,
,,13.84,,,,,,
,,8.53,,,,,,
,,12.11,,,,,,
,,13.38,,,,,,
,,8.24,,,,,,
,,11.08,,,,,,
,,4.86,,,,,,
,,7.02,,,,,,
,,14.47,,,,,,
,,17.78,,,,,,
,,12.92,,,,,,
,,11.51,,,,,,
,,17.25,,,,,,
,,12.50,,,,,,
,,7.09,,,,,,
,,5.72,,,,,,
,,12.89,,,,,,
,,9.32,,,,,,
,,13.68,,,,,,
,,14.45,,,,,,
,,10.41,,,,,,
,,9.41,,,,,,
,,8.00,,,,,,
,,7.88,,,,,,
,,8.24,,,,,,
,,11.81,,,,,,
,,10.92,,,,,,
,,7.06,,,,,,
,,4.47,,,,,,
,,11.38,,,,,,
,,23.55,,,,,,
,,4.39,,,,,,
,,15.24,,,,,,
,,15.27,,,,,,
,,3.54,,,,,,
,,3.83,,,,,,
,,9.67,,,,,,
,,16.98,,,,,,
,,40.16,,,,,,
,,5.66,,,,,,
,,9.26,,,,,,
,,13.58,,,,,,
,,12.82,,,,,,
,,7.69,,,,,,
,,9.02,,,,,,
,,15.29,,,,,,
,,16.39,,,,,,
,,8.96,,,,,,
,,17.25,,,,,,
,,9.03,,,,,,
,,6.53,,,,,,
,,10.89,,,,,,
,,19.87,,,,,,
,,6.29,,,,,,
,,4.00,,,,,,
,,8.46,,,,,,
,,2.40,,,,,,
,,2.86,,,,,,
,,6.61,,,,,,
,,12.46,,,,,,
,,18.01,,,,,,
,,15.84,,,,,,
,,17.16,,,,,,
,,11.76,,,,,,
,,28.75,,,,,,
,,6.32,,,,,,
,,10.31,,,,,,
,,12.03,,,,,,
,,14.35,,,,,,
,,3.46,,,,,,
,,11.06,,,,,,
,,9.25,,,,,,
,,12.97,,,,,,
,,6.98,,,,,,
,,8.49,,,,,,
,,6.03,,,,,,
,,7.45,,,,,,
,,6.35,,,,,,
,,20.89,,,,,,
,,4.39,,,,,,
,,8.50,,,,,,
,,4.32,,,,,,
,,23.05,,,,,,
,,18.76,,,,,,
,,8.45,,,,,,
,,10.22,,,,,,
,,24.64,,,,,,
,,7.10,,,,,,
,,27.33,,,,,,
,,13.74,,,,,,
,,11.35,,,,,,
,,8.52,,,,,,
,,5.65,,,,,,
,,19.57,,,,,,
,,7.33,,,,,,
,,5.87,,,,,,
,,20.74,,,,,,
,,11.22,,,,,,
,,12.46,,,,,,
,,10.03,,,,,,
,,11.64,,,,,,
,,10.80,,,,,,
,,27.00,,,,,,
,,6.08,,,,,,
,,13.83,,,,,,
,,17.76,,,,,,
,,8.30,,,,,,
,,12.72,,,,,,
,,12.84,,,,,,
,,5.72,,,,,,
,,24.37,,,,,,
,,6.45,,,,,,
,,9.27,,,,,,
,,6.84,,,,,,
,,12.54,,,,,,
,,8.36,,,,,,
,,6.64,,,,,,
,,17.63,,,,,,
,,18.03,,,,,,
,,10.30,,,,,,
,,23.95,,,,,,
,,10.54,,,,,,
,,10.16,,,,,,
,,15.86,,,,,,
,,8.57,,,,,,
,,10.53,,,,,,
,,26.73,,,,,,
,,14.88,,,,,,
,,18.80,,,,,,
,,12.86,,,,,,
,,20.55,,,,,,
,,10.17,,,,,,
,,15.84,,,,,,
,,4.09,,,,,,
,,9.55,,,,,,
,,7.79,,,,,,
,,16.79,,,,,,
,,9.83,,,,,,
,,15.98,,,,,,
,,7.39,,,,,,
,,47.10,,,,,,
,,7.07,,,,,,
,,9.54,,,,,,
,,7.92,,,,,,
,,7.93,,,,,,
,,11.33,,,,,,
,,8.89,,,,,,
,,16.50,,,,,,
,,8.00,,,,,,
,,15.99,,,,,,
,,7.17,,,,,,
,,19.73,,,,,,
,,22.46,,,,,,
,,13.48,,,,,,
,,14.95,,,,,,
,,13.02,,,,,,
,,23.85,,,,,,
,,15.86,,,,,,
,,22.24,,,,,,
,,13.06,,,,,,
,,9.88,,,,,,
,,21.06,,,,,,
,,12.59,,,,,,
,,6.93,,,,,,
,,7.34,,,,,,
,,11.03,,,,,,
,,4.47,,,,,,
,,18.64,,,,,,
,,9.54,,,,,,
,,7.10,,,,,,
,,34.56,,,,,,
,,11.53,,,,,,
,,13.86,,,,,,
,,6.72,,,,,,
,,10.89,,,,,,
,,3.39,,,,,,
,,14.08,,,,,,
,,10.60,,,,,,
,,18.47,,,,,,
,,13.33,,,,,,
,,2.29,,,,,,
,,10.07,,,,,,
,,9.15,,,,,,
,,10.20,,,,,,
,,15.97,,,,,,
,,6.67,,,,,,
,,6.12,,,,,,
,,22.08,,,,,,
,,14.56,,,,,,
,,20.52,,,,,,
,,10.63,,,,,,
,,9.48,,,,,,
,,21.89,,,,,,
,,7.71,,,,,,
,,10.36,,,,,,
,,12.75,,,,,,
,,9.71,,,,,,
,,8.87,,,,,,
,,9.75,,,,,,
,,14.32,,,,,,
,,14.26,,,,,,
,,6.11,,,,,,
,,12.38,,,,,,
,,11.37,,,,,,
